VOUCHER NUMBER,AMOUNT,CHECK DATE,DEPARTMENT NAME,CONTRACT NUMBER,VENDOR NAME,CASHED
PV99879963031,71745.95,04/03/2019,DEPT OF COMMUNITY DEVELOPMENT,20074,CHICAGO COMMONS ASSOCIATION,True
PV27868763765,27.08,09/14/2019,DEPT OF FAMILY AND SUPPORT SERVICES,31001,NORTHSHORE UNIVERSITY HEALTHSYSTEM MEDICAL GROUP,True
PV27174742147,35199.01,03/28/2018,DEPARTMENT OF POLICE,32909,"WELCH BROTHERS, INC",True
PV99419032268,4564.89,04/11/2019,DEPT OF BUSINESS & INFORMATION SERVICES,33232,"OFFICE DEPOT, INC.",True
PVCI144942835,19283.95,06/06/2019,DEPT OF GENERAL SERVICES,74381,PHALANX FAMILY SERVICES,True
PVRF038632724,63971.55,10/13/2018,DEPARTMENT OF WATER MANAGEMENT,25098,WORLD FUEL SERVICES INC,True
PV27582257548,23516.98,01/14/2018,DEPT OF BUSINESS & INFORMATION SERVICES,29709,"CHICAGO UNITED INDUSTRIES, LIMITED",True
PV39071747815,6750.97,08/12/2019,DEPT OF FAMILY AND SUPPORT SERVICES,30545,METROPOLITAN FAMILY SERVICE,True
PVCI161818115,8947.53,05/17/2019,DEPT OF AVIATION,24932,OLIVE BRANCH MISSION,True
PVCI607043402,42150.27,11/20/2019,DEPARTMENT OF LAW,24026,RUSH UNIVERSITY MEDICAL CENTER,True
PV99711526064,580241.49,01/16/2018,DEPT OF AVIATION,41708,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,True
PVRF189934571,34.62,12/12/2018,DEPT OF COMMUNITY DEVELOPMENT,33371,SCR MEDICAL TRANSPORTATIONS INC LS,True
PV99754259190,518.33,09/26/2018,DEPARTMENT OF WATER MANAGEMENT,34452,"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C",False
PV27159195006,39888.08,08/08/2018,DEPT OF AVIATION,73158,"INDUSTRIAL FENCE, INC",True
CVIP240205011,202001.29,08/02/2019,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,T27781,"ADA S. MC KINLEY COMMUNITY SERVICES, INC.",True
PVCI083677629,7450.08,02/07/2018,CHICAGO PUBLIC LIBRARY,40336,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,True
CVIP438547229,60570.79,09/13/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24025,"ARNOLD SCOTT HARRIS, P.C.",True
PVRF109946004,133471.85,11/11/2018,OFFICE OF EMERGENCY COMMUNICATION,67510,"MEDRISK, INC",True
PV39100294541,860.37,05/19/2019,DEPT OF BUSINESS & INFORMATION SERVICES,49569,JOHNSON PIPE & SUPPLY COMPANY INC,True
CVIP875896242,16423.45,02/19/2018,FIRE DEPARTMENT,24932,CAROLE ROBERTSON CENTER FOR LEARNING,True
PV99987384351,1866.09,05/29/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,58539,MSC INDUSTRIAL SUPPLY CO,True
CVIP257001566,1490.09,09/09/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28296,"SAFELITE FULFILLMENT, INC.",True
CVIP861834238,158926.12,07/21/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,36561,PAN-OCEANIC ENGINEERING CO INC,True
PVRF302075067,2061.28,04/08/2019,DEPT OF FLEET MGMT,T27781,UNITED PARCEL SERVICE 01,True
PV27513931217,9.55,02/11/2018,DEPT OF AVIATION,40769,SCR MEDICAL TRANSPORTATIONS INC LS,True
PVRF251205277,11635.66,03/14/2019,DEPARTMENT OF FINANCE,29554,OZINGA READY MIX CONCRETE INC,True
CVIP209002862,5687.93,05/01/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,58539,"INGRAM LIBRARY SERVICES, INC",True
PVCI118441436,11697.28,02/20/2018,DEPT OF COMMUNITY DEVELOPMENT,30586,"MEDRISK, INC",False
PV39705589575,10569.0,12/31/2018,DEPT OF GENERAL SERVICES,DV,FORGE PARTNERS LP,True
PVCI327391917,30277.9,01/29/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,26775,COMMONWEALTH. EDISON CO.,True
PV99590780966,55237.92,03/08/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19542,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,True
CVIP237282694,6651.79,07/05/2018,DEPT OF AVIATION,29859,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV99280046290,37643.28,12/24/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,24932,DELL MARKETING LP.,True
PV39884813562,8238.11,01/31/2018,COMM ON ANIMAL CARE & CONTROL,1416,COMCAST OF CHICAGO INC,True
PV99042020744,7865.54,10/28/2019,DEPT OF AVIATION,30871,"TPA NETWORK, INC C/O",True
PV27827978970,6752.97,02/21/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24835,AT&T CORP,True
PV27699985030,204322.23,09/17/2019,DEPT OF BUSINESS & INFORMATION SERVICES,18085,"INDUSTRIAL FENCE, INC",True
PV39310729898,34.19,05/14/2019,DEPT OF COMMUNITY DEVELOPMENT,41708,P V HOLDING CORP,True
CVIP329657128,236860.51,09/29/2019,DEPT OF FLEET MGMT,19847,PAN-OCEANIC ENGINEERING CO INC,True
PVRF460562644,55825.1,09/12/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28295,"GRAYBAR ELECTRIC COMPANY, INC",True
PVRF377793718,941.08,05/10/2019,DEPT OF GENERAL SERVICES,24835,"OFFICE DEPOT, INC.",True
PV39347063399,2361.12,10/11/2018,DEPARTMENT OF FINANCE,28295,"OFFICE DEPOT, INC.",True
PV27205669347,16452.53,01/23/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19847,CHICAGO COMMONS ASSOCIATION 02,True
CVIP610188897,153653.07,05/27/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30014,"CDW GOVERNMENT, LLC.",True
PVCI071242014,38028.39,07/27/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29859,"GRAYBAR ELECTRIC COMPANY, INC",True
PV39996749809,2408.65,03/16/2018,DEPT OF GENERAL SERVICES,30301,CORNERSTONE COMMUNITY OUTREACH,True
PVCI502106621,2807.91,08/10/2019,DEPARTMENT OF LAW,41933,"GRAYBAR ELECTRIC COMPANY, INC",True
PV99199814949,6343.8,10/06/2019,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,19755,"OAKK CONSTRUCTION COMPANY, INC",True
CVIP573753761,257503.23,05/13/2018,DEPARTMENT OF CULTURAL AFFAIRS,19755,"SUMIT CONSTRUCTION CO., INC.",True
PV27794727720,42154.12,06/13/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33717,"ADA S. MC KINLEY COMMUNITY SERVICES, INC.",True
PVCI301526006,574.48,10/01/2019,DEPT OF STREETS & SANITATION,20293,PITNEY BOWES GLOBAL FINANCIAL,True
PVCI705695262,3071.98,01/30/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19755,"SAFELITE FULFILLMENT, INC.",True
PVCI055204974,8.54,10/22/2019,DEPARTMENT OF LAW,47754,HERTZ VEHICLES LLC,True
PV27665274460,7609.17,08/08/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19542,AT&T CORP,True
PVCI911722541,23339.55,12/26/2018,DEPT OF FAMILY AND SUPPORT SERVICES,75071,"CDW GOVERNMENT, LLC.",True
PV39962414806,12363.35,01/20/2018,DEPARTMENT OF WATER MANAGEMENT,75071,"DELTA DEMOLITION, INC",True
PV27103466675,99536.87,04/07/2019,DEPARTMENT OF BUILDINGS,67510,"RICONDO & ASSOCIATES, INC.",True
CVIP249891146,1275.73,09/24/2019,DEPT OF GENERAL SERVICES,69568,"URLAUB, BOWEN & ASSOCIATES. INC.",True
PV39591261656,223.65,10/26/2019,DEPT OF GENERAL SERVICES,26588,"OFFICE DEPOT, INC.",True
CVIP024735894,7521.31,04/03/2019,FIRE DEPARTMENT,32564,"ILLINOIS ORTHOPEDIC NETWORK, LLC",True
PV27042571229,57787.21,09/19/2019,DEPT OF GENERAL SERVICES,69568,"SOMERCOR 504, INC.",False
PVCI134341631,11424.28,10/17/2019,DEPT OF FLEET MGMT,29709,BUILDERS CHICAGO CORPORATION,True
PV39906797277,468.91,04/25/2019,DEPT OF FAMILY AND SUPPORT SERVICES,41932,"ERIE FAMILY HEALTH CENTER, INC.",False
PV99680523338,645373.83,10/09/2019,DEPT OF COMMUNITY DEVELOPMENT,20074,KENNY CONSTRUCTION COMPANY,True
PVCI515999808,15951.85,09/12/2019,DEPT OF FLEET MGMT,41933,KOAL ENTERPRISES INC,True
CVIP465959019,269.55,12/16/2018,CHICAGO PUBLIC LIBRARY,1416,"OFFICE DEPOT, INC.",True
PV99716683248,10011.21,02/19/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24512,"CDW GOVERNMENT, LLC.",True
PV39335545071,7.48,04/12/2018,DEPARTMENT OF WATER MANAGEMENT,29709,"OFFICE DEPOT, INC.",True
PV39857957984,2420.72,05/04/2019,DEPT OF COMMUNITY DEVELOPMENT,T27781,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
CVIP121540859,40827.1,06/04/2018,DEPT OF BUSINESS & INFORMATION SERVICES,26901,COMMONWEALTH. EDISON CO.,False
PVCI819247713,2866.28,02/09/2018,DEPT OF FAMILY AND SUPPORT SERVICES,32528,RENTAL CAR FINANCE CORP,True
PV39555548360,59837.09,05/12/2019,DEPT OF GENERAL SERVICES,DV,HORIZON TECHNOLOGIES INC,True
PVCI188817274,179.32,02/05/2018,DEPARTMENT OF HEALTH,25098,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99505214624,470114.43,11/13/2019,DEPARTMENT OF HEALTH,58539,KENNY CONSTRUCTION COMPANY,True
PV39524224558,3128.72,06/27/2019,DEPT OF AVIATION,40336,"OFFICE DEPOT, INC.",True
PV99333367217,24655.05,11/16/2019,DEPT OF AVIATION,73156,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,True
PV99200552681,2887.35,10/01/2019,DEPT OF FAMILY AND SUPPORT SERVICES,41933,CHRISTIAN COMMUNITY HEALTH CENTER,True
CVIP383916434,48.04,09/25/2019,DEPT OF AVIATION,30545,WHEELS LT,True
CVIP279922798,10328.83,04/05/2018,DEPT OF COMMUNITY DEVELOPMENT,30298,CORNERSTONE COMMUNITY OUTREACH,True
PVCI843380964,27075.72,12/28/2018,DEPT OF STREETS & SANITATION,47754,"TPA NETWORK, INC C/O",True
PVRF330497450,68613.55,03/24/2019,CHICAGO PUBLIC LIBRARY,73158,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PVCI171401561,6561.33,11/23/2019,DEPT OF GENERAL SERVICES,24932,SAFER FOUNDATION,True
PVRF461680578,4332.97,06/02/2018,DEPT OF AVIATION,19550,HIGHWAY SAFETY CORPORATION.,True
PV27088243059,41917.95,10/13/2018,DEPT OF FAMILY AND SUPPORT SERVICES,DV,CATHOLIC BISHOP OF CHICAGO - ST. SABINA CHURCH,True
PV39208187065,7926.52,03/04/2018,CHICAGO PUBLIC LIBRARY,19755,"IT TAKES A VILLAGE CHILD CARE SERVICES, INC",True
PV39356219264,44886.16,04/26/2019,DEPT OF GENERAL SERVICES,28364,UNIVERSITY OF CHICAGO 03,True
PV99844017865,22299.29,05/20/2018,DEPT OF COMMUNITY DEVELOPMENT,31999,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,True
PV27173833824,6996.67,08/10/2019,DEPT OF AVIATION,33469,METROPOLITAN FAMILY SERVICE,True
PV39148927177,5415.06,03/01/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28364,PRIMO CENTER FOR WOMEN AND CHILDREN,True
PV99076226513,17553.79,03/15/2018,DEPT OF AVIATION,DV,"EASTER SEALS METROPOLITAN CHICAGO, INC.",True
PVRF565151356,34450.41,09/14/2018,DEPT OF BUSINESS & INFORMATION SERVICES,19539,CHICAGO YOUTH CENTERS,True
PVRF380732603,21382.84,02/23/2019,DEPT OF FAMILY AND SUPPORT SERVICES,91165,TRI-ANGLE FABRICATION & BODY,True
CVIP879468390,13097.08,01/24/2019,DEPT OF AVIATION,30301,SALVATION ARMY FAMILY & COMMUNITY SERVICES,True
PV27270944426,1184.05,02/23/2018,DEPT OF AVIATION,31999,"OFFICE DEPOT, INC.",True
PV99289269957,159180.24,01/21/2019,DEPT OF COMMUNITY DEVELOPMENT,61840,AECOM TECHNICAL SERVICES,True
PVRF280049756,3594.05,07/28/2018,DEPT OF BUSINESS & INFORMATION SERVICES,19651,OLIVE BRANCH MISSION,True
PVRF134823009,96011.45,02/27/2019,DEPT OF GENERAL SERVICES,19651,ALL CHICAGO MAKING HOMELESSNESS HISTORY,True
PV99360229269,134.53,02/08/2019,DEPARTMENT OF HEALTH,32909,HERTZ VEHICLES LLC,True
PVCI282421811,11203.08,10/05/2019,DEPT OF BUSINESS & INFORMATION SERVICES,31001,PHALANX FAMILY SERVICES,True
PV27640443563,51959.76,09/05/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19550,HNTB CORPORATION,True
PV39641237090,1525.04,05/12/2019,DEPT OF BUSINESS & INFORMATION SERVICES,28296,"OFFICE DEPOT, INC.",True
PVRF190921400,2804.74,01/17/2018,DEPT OF AVIATION,19539,"TERRACON CONSULTANTS, INC.",True
PVRF540210830,36005.8,08/02/2018,CHICAGO PUBLIC LIBRARY,102621,ENTERPRISE LEASING CO OF CHICAGO,True
CVIP492255416,698.69,11/16/2019,DEPT OF FLEET MGMT,26775,PV HOLDING CORP,True
PV39734726267,750.07,10/20/2018,DEPARTMENT OF BUILDINGS,19847,"SAFELITE FULFILLMENT, INC.",True
PV39916479281,716.22,02/09/2019,DEPARTMENT OF WATER MANAGEMENT,33717,"OFFICE DEPOT, INC.",True
CVIP582470222,41826.26,03/31/2019,DEPT OF GENERAL SERVICES,26775,POSTAGE BY PHONE,True
PV99357686711,333357.14,01/05/2018,DEPT OF FLEET MGMT,24025,KENNY CONSTRUCTION COMPANY,True
PVRF062707556,31804.84,06/19/2019,COMM ON ANIMAL CARE & CONTROL,34450,ENTERPRISE LEASING CO OF CHICAGO,True
PV39431769216,1721.75,03/04/2018,DEPT OF AVIATION,91165,HAYMARKET CENTER,True
PV39171776073,2355.03,05/06/2018,DEPT OF FAMILY AND SUPPORT SERVICES,18085,COMCAST OF CHICAGO INC,True
PVRF326720807,24434.95,12/01/2019,DEPT OF AVIATION,33232,"ONE CALL MEDICAL, INC. - DBA ONE CALL CARE DIAGNOSTICS",True
PVRF951345520,320.94,10/05/2019,DEPT OF FAMILY AND SUPPORT SERVICES,102621,MSC INDUSTRIAL SUPPLY CO,True
PV99508117861,2415.51,06/07/2019,DEPT OF GENERAL SERVICES,DV,SERVICE SANITATION,True
PV99053944625,19350.91,01/05/2018,DEPT OF COMMUNITY DEVELOPMENT,33717,PALM ELECTRIC COMPANY,True
PV99106346502,2943.37,03/15/2018,DEPT OF FAMILY AND SUPPORT SERVICES,33233,NORTHSHORE UNIVERSITY HEALTHSYSTEM MEDICAL GROUP,True
PVCI536217435,982.4,09/27/2018,DEPARTMENT OF HEALTH,19847,VERITEXT,True
PVRF908414993,60.91,01/29/2019,DEPT OF FAMILY AND SUPPORT SERVICES,49308,WHEELS LT,True
PVRF169756299,33544.63,12/04/2018,DEPARTMENT OF WATER MANAGEMENT,40769,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,True
PVRF305874579,76.87,12/03/2018,DEPT OF GENERAL SERVICES,47811,"OFFICE DEPOT, INC.",True
PV99001012243,13080.93,08/08/2019,DEPT OF GENERAL SERVICES,DV,CIPHER ENTERPRISES INC,False
PV27384648538,39640.17,09/14/2018,DEPT OF GENERAL SERVICES,47144,"RICONDO & ASSOCIATES, INC.",True
PVRF739480195,1091.69,01/23/2018,FIRE DEPARTMENT,26775,PV HOLDING CORP,True
PVCI602579242,9002.58,06/22/2018,DEPT OF GENERAL SERVICES,30300,POSTAGE BY PHONE,True
PV27001787786,18761.62,09/17/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19550,"OAKK CONSTRUCTION COMPANY, INC",True
PVRF111296426,4113.59,04/02/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33717,CHILDREN'S PLACE ASSOCIATION,True
PV27378798909,220.96,12/02/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,30303,"PROGRESSIVE INDUSTRIES, INC.",False
PV99586827518,394.66,05/09/2018,DEPARTMENT OF FINANCE,22875,KOAL ENTERPRISES INC,True
PV99414745038,446.33,03/13/2019,DEPT OF AVIATION,12687,"OFFICE DEPOT, INC.",True
CVIP066067740,48756.67,04/09/2018,DEPT OF FAMILY AND SUPPORT SERVICES,DV,"GRAYBAR ELECTRIC COMPANY, INC",True
CVIP756368697,24.94,12/25/2018,DEPARTMENT OF REVENUE,34452,WHEELS LT,True
PV39791370109,598.06,06/24/2019,DEPT OF FLEET MGMT,31001,"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C",True
PVRF180123490,477.93,01/20/2019,DEPT OF AVIATION,30016,"MOBILE FACILITIES OF ILL, INC.",True
PV39027709954,1109.93,01/29/2019,DEPARTMENT OF WATER MANAGEMENT,58539,MSC INDUSTRIAL SUPPLY CO,True
CVIP348728750,3001.45,08/17/2019,DEPARTMENT OF CULTURAL AFFAIRS,66942,AIR ONE EQUIPMENT INC,True
PV39772192223,9244.38,03/01/2019,DEPT OF FAMILY AND SUPPORT SERVICES,T26824,MSC INDUSTRIAL SUPPLY CO - MANUAL CORRECTION - AMOUNT ADJUSTMENT,True
PV99150088116,48.28,01/02/2018,DEPT OF FAMILY AND SUPPORT SERVICES,15257,"OFFICE DEPOT, INC.",True
PVCI662378418,436927.68,11/30/2018,DEPT OF FAMILY AND SUPPORT SERVICES,102621,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",True
PVRF105754557,9660.15,05/04/2018,DEPT OF FAMILY AND SUPPORT SERVICES,5432,"NEIGHBORHOOD HOUSING SERVICES CHICAGO, INC.",True
CVIP532278095,28323.08,08/01/2019,DEPARTMENT OF WATER MANAGEMENT,19755,MIDWEST ORTHOPAEDIC CONSULTANT,True
PVRF042315160,505.0,07/08/2019,DEPT OF GENERAL SERVICES,24026,"OFFICE DEPOT, INC.",True
CVIP589350268,21915.61,01/10/2019,DEPT OF GENERAL SERVICES,19393,"INGRAM LIBRARY SERVICES, INC",True
PV39930936859,19570.28,12/25/2018,DEPARTMENT OF LAW,30545,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV99165738299,2551.58,05/22/2019,DEPT OF AVIATION,15451,AT&T CORP,True
PV99072433852,14378.55,03/27/2019,DEPT OF FLEET MGMT,30300,A SAFE HAVEN FOUNDATION,True
PV39917396860,48127.87,02/15/2018,DEPARTMENT OF WATER MANAGEMENT,33371,CHICAGO COMMONS ASSOCIATION 02,True
PV39942151292,3307.54,08/08/2018,DEPT OF FAMILY AND SUPPORT SERVICES,25098,SECRETARY OF STATE,True
PV27607236506,37614.8,06/24/2018,DEPT OF GENERAL SERVICES,19847,CHINESE AMERICAN SERVICE LEAGUE,True
PV39994352349,2860.52,01/28/2018,DEPT OF STREETS & SANITATION,75071,"OFFICE DEPOT, INC.",True
PV27756042748,11053.49,05/16/2018,DEPARTMENT OF POLICE,30545,"ILLINOIS ORTHOPEDIC NETWORK, LLC",True
PVRF355743206,36.97,07/05/2019,DEPT OF FAMILY AND SUPPORT SERVICES,30015,HERTZ VEHICLES LLC,True
PVRF843662292,2955.86,02/10/2019,DEPT OF FAMILY AND SUPPORT SERVICES,30586,"OAKK CONSTRUCTION COMPANY, INC",True
CVIP361925411,1395.49,01/17/2019,DEPARTMENT OF LAW,20293,"OFFICE DEPOT, INC.",True
PV39779615013,6532.84,11/08/2019,DEPT OF AVIATION,29859,GADS HILL CENTER 01,True
PVCI768307773,195888.94,08/24/2018,FIRE DEPARTMENT,49308,"CDW GOVERNMENT, LLC.",True
PVCI349066474,3160.7,02/25/2019,DEPARTMENT OF WATER MANAGEMENT,30015,JOHNSON PIPE & SUPPLY COMPANY INC,True
PVRF603327597,21408.4,11/23/2018,DEPARTMENT OF WATER MANAGEMENT,73156,OLIVE BRANCH MISSION,True
PVRF996619563,11577.58,10/31/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30303,METROPOLITAN FAMILY SERVICE,True
PV39095929029,418281.91,07/10/2019,DEPT OF GENERAL SERVICES,91165,KENNY CONSTRUCTION COMPANY,True
PVCI644434295,59087.97,08/24/2018,DEPT OF GENERAL SERVICES,65749,AT&T CORP,True
PV39784462756,6.96,03/27/2019,DEPT OF FAMILY AND SUPPORT SERVICES,30303,HERTZ VEHICLES LLC,True
PVCI761704773,10689.57,10/16/2018,DEPT OF GENERAL SERVICES,40336,"ASIAN HUMAN SERVICES, INC.",True
PVRF948047165,900.42,05/02/2018,DEPT OF AVIATION,91165,"OFFICE DEPOT, INC.",True
PV99742888752,16.65,04/06/2018,DEPT OF GENERAL SERVICES,29937,"OFFICE DEPOT, INC.",True
PV39030644677,20.31,11/08/2018,DEPT OF STREETS & SANITATION,5432,RENTAL CAR FINANCE CORP,True
PV99319865029,992.65,02/10/2018,DEPT OF GENERAL SERVICES,47754,"OFFICE DEPOT, INC.",True
PVRF394747270,237487.22,09/03/2018,DEPARTMENT OF CULTURAL AFFAIRS,29937,CONNECT CHICAGO ALLIANCE JV,True
PV27518342422,29616.07,03/06/2018,DEPT OF BUSINESS & INFORMATION SERVICES,29859,CHICAGO COMMONS ASSOCIATION,True
PV39174144041,448.46,08/09/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,40336,SECRETARY OF STATE,True
CVIP380759792,70510.86,04/06/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,30015,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV39551815960,12050.89,08/11/2018,DEPT OF FAMILY AND SUPPORT SERVICES,61840,TRI-ANGLE FABRICATION & BODY,True
CVIP690384692,48355.81,04/05/2018,DEPARTMENT OF HEALTH,21859,AECOM USA INC,True
PVCI379479451,34426.47,09/16/2018,DEPARTMENT OF HEALTH,29937,AT&T CORP,True
PV27560955592,94467.77,12/05/2018,DEPT OF FAMILY AND SUPPORT SERVICES,67510,HNTB CORPORATION,True
PV99148088065,64.21,01/17/2018,DEPT OF GENERAL SERVICES,30871,"OFFICE DEPOT, INC.",True
CVIP394846084,36251.81,03/31/2018,DEPT OF BUSINESS & INFORMATION SERVICES,28295,ERIE NEIGHBORHOOD HOUSE,True
PVRF456413131,916.02,03/28/2019,DEPT OF FAMILY AND SUPPORT SERVICES,61840,SCR MEDICAL TRANSPORTATIONS INC LS,True
PV27708939384,18409.39,10/28/2019,DEPT OF COMMUNITY DEVELOPMENT,30298,CHICAGO COMMONS ASSOCIATION 02,True
PVCI435485247,490.03,04/17/2019,DEPARTMENT OF WATER MANAGEMENT,30871,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99967674642,39311.68,12/05/2018,DEPT OF FLEET MGMT,15451,CARE PLUS LLC,True
PVCI481961094,6468.63,07/09/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,32528,AT&T CORP,True
PV99182738954,371.95,10/03/2018,DEPARTMENT OF WATER MANAGEMENT,29742,"OFFICE DEPOT, INC.",True
CVIP572678097,11152.41,04/26/2019,DEPT OF STREETS & SANITATION,20074,ERIE NEIGHBORHOOD HOUSE,True
PV39445751751,7060.87,05/07/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,19651,AMERICAN BUILDING SERVICES LLC,True
CVIP788244076,4857.01,02/24/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24025,"OAKK CONSTRUCTION COMPANY, INC",True
PVRF275003135,601.34,12/28/2018,DEPARTMENT OF WATER MANAGEMENT,28775,"OFFICE DEPOT, INC.",True
PV27243038918,2606.57,06/20/2019,DEPT OF FAMILY AND SUPPORT SERVICES,31999,"OFFICE DEPOT, INC.",True
PVCI471271699,19831.96,11/19/2019,DEPT OF BUSINESS & INFORMATION SERVICES,40336,CANON SOLUTIONS AMERICA INC,False
PV27940114937,69684.15,05/21/2019,DEPT OF FAMILY AND SUPPORT SERVICES,47811,"SGA YOUTH & FAMILY SERVICES, NFP",True
PVRF897850282,394.03,04/04/2019,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,28364,SERVICE SANITATION,True
PVRF417310448,143.0,08/06/2018,DEPT OF FLEET MGMT,30300,"OFFICE DEPOT, INC.",True
CVIP680272951,16300.92,04/22/2019,CHICAGO PUBLIC LIBRARY,21974,"INGRAM LIBRARY SERVICES, INC",True
PVRF539869896,1671123.23,05/08/2019,DEPT OF AVIATION,3718,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC",True
PVCI796323303,826.9,11/04/2018,DEPARTMENT OF POLICE,14731,AT & T 09,True
PVCI227342425,752.45,07/31/2019,DEPT OF GENERAL SERVICES,67510,SERVICE SANITATION,True
CVIP932198380,32559.49,09/08/2019,DEPARTMENT OF FINANCE,33461,A SAFE HAVEN FOUNDATION,True
PV39635769261,14723.65,07/13/2018,DEPT OF GENERAL SERVICES,28820,ENTERPRISE LEASING CO OF CHICAGO,True
PV99944237768,47159.0,11/26/2018,DEPT OF GENERAL SERVICES,75071,AT&T CORP,True
PV39942973388,1483.63,11/24/2019,DEPT OF GENERAL SERVICES,19847,AMERICAN EXPRESS TRAVEL RELATE,True
CVIP143631615,14761.32,02/25/2018,OFFICE FOR PEOPLE WITH DISABILITIES,47754,AIDS FOUNDATION OF CHICAGO|CLEANED-UP,True
PVRF580159973,15953.23,06/11/2019,DEPT OF AVIATION,33717,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,True
PVRF278428034,6335.03,08/18/2019,DEPARTMENT OF BUILDINGS,30043,VERIZON WIRELESS - MANUAL ADJUSTMENT - EMERGENCY DISBURSEMENT,True
PVCI841114217,708729.34,10/31/2018,DEPARTMENT OF LAW,28466,TAFT STETTINIUS HOLLISTER LLP CHICAGO,True
PV99090189072,504949.84,10/02/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,T26824,BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,True
PVRF402209872,2996.44,05/16/2018,DEPT OF COMMUNITY DEVELOPMENT,29937,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,True
PVCI394849814,3988.26,03/17/2018,DEPT OF AVIATION,51904,NORTHSHORE UNIVERSITY HEALTHSYSTEM MEDICAL GROUP,True
PVRF830062193,214818.18,05/26/2018,CHICAGO PUBLIC LIBRARY,32909,KENNY CONSTRUCTION COMPANY,True
CVIP059640317,104005.8,03/25/2018,DEPT OF BUSINESS & INFORMATION SERVICES,66942,AECOM TECHNICAL SERVICES,True
CVIP862686847,190498.44,11/20/2019,DEPT OF AVIATION,40769,JACOBS ENGINEERING GROUP INC,True
PVRF290100214,10707.34,03/08/2019,DEPT OF AVIATION,24025,THRESHOLDS,True
PV99098370145,5954.99,04/10/2019,DEPT OF FLEET MGMT,31999,HERC RENTALS INC,True
PV39275058608,4006.55,06/06/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33232,ERIE NEIGHBORHOOD HOUSE,True
PVRF428780802,344558.23,02/23/2018,DEPT OF AVIATION,33233,"CHICAGO UNITED INDUSTRIES, LIMITED",True
CVIP559703282,13001.76,04/04/2019,DEPT OF STREETS & SANITATION,19542,PRIMO CENTER FOR WOMEN AND CHILDREN,True
PVCI092260051,7904.59,02/26/2019,DEPT OF AVIATION,33461,"BARRICADE LITES, INC.",True
