VOUCHER NUMBER,AMOUNT,CHECK DATE,DEPARTMENT NAME,VENDOR NAME,YEAR,MONTH
CVIP284464199,8287.81,2018-02-01,DEPARTMENT OF WATER MANAGEMENT,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,2018,2
PV99594808891,4935.99,2018-06-15,DEPT OF FAMILY AND SUPPORT SERVICES,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,6
PVCI713844623,65188.86,2019-05-19,DEPT OF FAMILY AND SUPPORT SERVICES,"UNISON CONSULTING, INC.",2019,5
PVCI325737452,1356.88,2019-04-25,DEPARTMENT OF WATER MANAGEMENT,VALDES LLC,2019,4
PV39209076504,20396.37,2018-05-13,DEPT OF FLEET MGMT,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,2018,5
PV99979978247,460898.27,2018-03-18,DEPT OF AVIATION,"ANCHOR MECHANICAL, INC",2018,3
PV27980946320,3727.2,2018-11-21,DEPT OF COMMUNITY DEVELOPMENT,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,11
PV99110167968,8097.83,2019-05-08,DEPT OF FAMILY AND SUPPORT SERVICES,CORNERSTONE COMMUNITY OUTREACH,2019,5
PV99813369160,16578.74,2018-08-25,DEPT OF FAMILY AND SUPPORT SERVICES,"INGRAM LIBRARY SERVICES, INC",2018,8
PV39170035830,3038.13,2019-09-19,DEPT OF BUSINESS & INFORMATION SERVICES,VERIZON WIRELESS,2019,9
CVIP658673634,3151.36,2018-08-28,CHICAGO PUBLIC LIBRARY,AT&T CORP,2018,8
PVCI086256586,14247.44,2019-06-30,DEPARTMENT OF WATER MANAGEMENT,SAFER FOUNDATION 01,2019,6
PV39903851549,76042.98,2018-01-24,DEPT OF FAMILY AND SUPPORT SERVICES,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2018,1
PV39418478274,5184.09,2018-09-03,DEPT OF FAMILY AND SUPPORT SERVICES,CORNERSTONE COMMUNITY OUTREACH,2018,9
PVRF072338633,14.71,2019-01-06,CHICAGO DEPARTMENT OF TRANSPORTATION,HERTZ VEHICLES LLC,2019,1
PVCI554732786,13281.64,2019-03-29,DEPARTMENT OF WATER MANAGEMENT,"GRAYBAR ELECTRIC COMPANY, INC",2019,3
PV27653973462,9212.2,2019-04-15,CHICAGO DEPARTMENT OF TRANSPORTATION,"KOREAN AMERICAN COMMUNITY SERVICES, INC.",2019,4
PVCI510514163,35858.52,2018-10-25,CHICAGO PUBLIC LIBRARY,ONWARD NEIGHBORHOOD HOUSE,2018,10
PV27424664953,23.66,2019-12-03,DEPT OF FAMILY AND SUPPORT SERVICES,WHEELS LT,2019,12
PV39489682553,411346.76,2019-02-24,DEPT OF STREETS & SANITATION,CHICAGO TRANSITY AUTHORITY.,2019,2
PV39832932688,5003.58,2019-09-29,DEPT OF GENERAL SERVICES,AIR ONE EQUIPMENT INC,2019,9
PVCI956008967,4659.11,2019-02-28,DEPT OF GENERAL SERVICES,"EASTER SEALS METROPOLITAN CHICAGO, INC.",2019,2
CVIP670645710,5892.56,2019-09-16,DEPT OF AVIATION,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,2019,9
PV99480766191,262733.25,2019-10-16,OFFICE OF EMERGENCY COMMUNICATION,"ANCHOR MECHANICAL, INC",2019,10
PV27531532343,40086.51,2019-03-29,DEPT OF GENERAL SERVICES,"SGA YOUTH & FAMILY SERVICES, NFP",2019,3
PVRF215123777,6504.5,2018-12-20,DEPT OF FAMILY AND SUPPORT SERVICES,AMERICAN EXPRESS TRAVEL RELATE,2018,12
PVCI919426295,235786.65,2018-10-18,DEPT OF GENERAL SERVICES,JACOBS ENGINEERING GROUP INC,2018,10
PVRF109943285,15852.79,2019-11-06,DEPT OF FAMILY AND SUPPORT SERVICES,"SGA YOUTH & FAMILY SERVICES, NFP",2019,11
PVCI004425448,7863.12,2018-10-04,DEPARTMENT OF HEALTH,CHICAGO COMMONS ASSOCIATION,2018,10
PVCI018948930,5920.19,2019-01-11,DEPT OF FAMILY AND SUPPORT SERVICES,SALVATION ARMY FAMILY & COMMUNITY SERVICES,2019,1
PVRF993025896,10664136.81,2018-10-30,DEPARTMENT OF WATER MANAGEMENT,SEVEN-D CONSTRUCTION CO.,2018,10
PV27727969323,7067.48,2019-04-30,DEPT OF FAMILY AND SUPPORT SERVICES,HIGHWAY SAFETY CORPORATION.,2019,4
PV27997188277,224.68,2019-07-16,DEPARTMENT OF BUILDINGS,"OFFICE DEPOT, INC.",2019,7
PV27561429305,10194.41,2019-03-19,DEPT OF GENERAL SERVICES,"EASTER SEALS METROPOLITAN CHICAGO, INC.",2019,3
PVCI665496755,9117.6,2018-06-06,DEPT OF AVIATION,"OAKK CONSTRUCTION COMPANY, INC",2018,6
PV27429816127,245181.42,2018-12-12,DEPT OF FLEET MGMT,KENNY CONSTRUCTION COMPANY,2018,12
PV99851165561,15207.0,2019-11-01,DEPT OF GENERAL SERVICES,MSC INDUSTRIAL SUPPLY CO,2019,11
PV39345816136,141.84,2018-04-27,DEPT OF GENERAL SERVICES,"OFFICE DEPOT, INC.",2018,4
PV99818010872,1634.66,2019-03-29,DEPARTMENT OF LAW,"INGRAM LIBRARY SERVICES, INC",2019,3
CVIP932631201,24969.74,2018-07-20,DEPT OF FLEET MGMT,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,7
PV99926466875,51928.02,2019-02-09,DEPARTMENT OF WATER MANAGEMENT,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,2
PVCI436474574,141475.39,2018-05-18,DEPT OF COMMUNITY DEVELOPMENT,"BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT #508, COUNTY OF COOK & STATE OF ILLINOIS",2018,5
PV39169358513,3990.4,2019-01-19,DEPARTMENT OF REVENUE,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,2019,1
PVCI148773158,1258.7,2018-07-21,DEPT OF FLEET MGMT,"OFFICE DEPOT, INC.",2018,7
CVIP940255554,2322.62,2019-02-06,FIRE DEPARTMENT,AT&T CORP,2019,2
PV39051611308,8350.44,2018-11-02,DEPT OF GENERAL SERVICES,VALDES LLC,2018,11
PV27060139621,20434.27,2018-07-12,DEPT OF GENERAL SERVICES,BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,2018,7
PV39085480218,11895.23,2019-10-01,DEPT OF FAMILY AND SUPPORT SERVICES,"INDUSTRIAL FENCE, INC",2019,10
PVCI188850611,3460.26,2018-11-29,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2018,11
PV99281404779,8126.47,2018-07-27,DEPT OF BUSINESS & INFORMATION SERVICES,"VCNA PRAIRIE ILLINOIS, INC.",2018,7
PVCI716727929,138.36,2018-04-13,DEPT OF FAMILY AND SUPPORT SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2018,4
PV27333080074,866.27,2019-08-16,DEPT OF AVIATION,"OFFICE DEPOT, INC.",2019,8
CVIP605767775,299.62,2018-10-18,DEPT OF BUSINESS & INFORMATION SERVICES,PV HOLDING CORP,2018,10
PVRF383963946,342.87,2019-05-27,DEPT OF AVIATION,"OFFICE DEPOT, INC.",2019,5
PVRF795183945,1192.53,2019-06-13,DEPT OF FAMILY AND SUPPORT SERVICES,CARE PLUS LLC - MANUAL CORRECTION - AMOUNT ADJUSTMENT,2019,6
PV99123895587,27.65,2018-07-02,DEPT OF COMMUNITY DEVELOPMENT,FEDEX,2018,7
CVIP747583279,9333.97,2018-11-22,DEPT OF COMMUNITY DEVELOPMENT,CORNERSTONE COMMUNITY OUTREACH,2018,11
PVCI017693934,148824.48,2018-09-06,DEPT OF GENERAL SERVICES,TAFT STETTINIUS HOLLISTER LLP CHICAGO,2018,9
PVRF945745986,15253.33,2019-02-21,DEPT OF FAMILY AND SUPPORT SERVICES,SHINING STAR YOUTH & COMMUNITY SERVICES,2019,2
PVRF083155392,3062992.08,2018-12-15,DEPARTMENT OF WATER MANAGEMENT,BENCH MARK CONSTRUCTION. CO. INC,2018,12
CVIP869457071,3883.55,2018-12-05,CHICAGO DEPARTMENT OF TRANSPORTATION,ADVANCE AUTO CENTER,2018,12
PV39108884411,644435.12,2019-05-22,DEPT OF FAMILY AND SUPPORT SERVICES,KENNY CONSTRUCTION COMPANY,2019,5
PV27562637367,4380.7,2018-06-08,DEPT OF COMMUNITY DEVELOPMENT,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,2018,6
PVCI673465157,90.52,2019-05-31,CHICAGO PUBLIC LIBRARY,"OFFICE DEPOT, INC.",2019,5
PVCI234135465,1592.14,2018-01-27,CHICAGO DEPARTMENT OF TRANSPORTATION,"URLAUB, BOWEN & ASSOCIATES. INC.",2018,1
PV39651261498,18592.96,2018-06-26,DEPT OF BUSINESS & INFORMATION SERVICES,"INGRAM LIBRARY SERVICES, INC",2018,6
PVCI392935786,107077.09,2019-06-20,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",2019,6
PV27346702244,12.1,2018-11-02,DEPT OF AVIATION,RENTAL CAR FINANCE CORP,2018,11
PV27634579715,57.87,2019-05-11,DEPARTMENT OF CULTURAL AFFAIRS,"OFFICE DEPOT, INC.",2019,5
PV99187511521,47.8,2018-04-30,OFFICE FOR PEOPLE WITH DISABILITIES,HERTZ VEHICLES LLC,2018,4
PVRF802810175,40069.26,2018-11-11,DEPT OF GENERAL SERVICES,DMJM AVIATION PARTNERS,2018,11
CVIP672098666,3455.65,2019-06-18,DEPT OF AVIATION,HENRY BOOTH HOUSE,2019,6
PV99417974583,42386.33,2019-10-03,CITY CLERK,REITER BURNS LLP,2019,10
PV39820141033,6153.34,2018-10-25,DEPT OF GENERAL SERVICES,HENRY BOOTH HOUSE,2018,10
CVIP720352933,76976.92,2019-05-11,CHICAGO PUBLIC LIBRARY,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,2019,5
PV99977571905,5815.98,2019-10-15,DEPT OF GENERAL SERVICES,KOAL ENTERPRISES INC,2019,10
PVRF662952570,8754.98,2019-05-30,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,2019,5
PVCI120997213,106456.49,2019-11-13,DEPT OF FAMILY AND SUPPORT SERVICES,AIR ONE EQUIPMENT INC,2019,11
PVCI095154030,66.33,2018-04-20,DEPT OF FLEET MGMT,HERTZ VEHICLES LLC,2018,4
PVCI619720314,363269.57,2019-01-14,DEPT OF STREETS & SANITATION,RELIABLE CONTRACTING & EQUIP.,2019,1
PV27398088976,322.05,2018-02-12,CHICAGO DEPARTMENT OF TRANSPORTATION,STAPLES BUSINESS ADVANTAGE,2018,2
PV27889392293,35519.82,2018-12-20,DEPT OF FAMILY AND SUPPORT SERVICES,ENTERPRISE LEASING CO OF CHICAGO,2018,12
PVCI170591139,10.88,2019-01-31,DEPARTMENT OF WATER MANAGEMENT,RENTAL CAR FINANCE CORP,2019,1
CVIP279956059,5063.63,2019-05-22,DEPT OF BUSINESS & INFORMATION SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2019,5
PVRF758910941,13314.45,2019-06-24,DEPT OF AVIATION,"OFFICE DEPOT, INC.",2019,6
CVIP200154970,15699.65,2018-04-15,DEPT OF GENERAL SERVICES,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2018,4
PV27880736990,7506.24,2019-04-30,DEPT OF FAMILY AND SUPPORT SERVICES,OLIVE BRANCH MISSION,2019,4
PV99301241796,33946.37,2018-07-05,DEPT OF GENERAL SERVICES,OZINGA READY MIX CONCRETE INC,2018,7
PVRF048308519,17407.73,2019-01-10,DEPT OF FAMILY AND SUPPORT SERVICES,OZINGA READY MIX CONCRETE INC,2019,1
PVCI448114999,8008.75,2018-04-26,DEPARTMENT OF WATER MANAGEMENT,MARY CRANE LEAGUE,2018,4
PV27029644414,1852.67,2018-03-22,FIRE DEPARTMENT,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,2018,3
CVIP174106602,2758.76,2019-02-02,DEPT OF FLEET MGMT,SALVATION ARMY FAMILY & COMMUNITY SERVICES,2019,2
PV27543290378,2453.83,2018-02-09,DEPT OF FAMILY AND SUPPORT SERVICES,G & V CONSTRUCTION CO INC,2018,2
PV39124178018,11637.53,2018-02-15,DEPT OF FLEET MGMT,HENRY BOOTH HOUSE,2018,2
PV39604316059,14588.15,2019-11-25,DEPT OF GENERAL SERVICES,"INGRAM LIBRARY SERVICES, INC",2019,11
PV27298096967,734462.34,2018-01-10,DEPT OF FAMILY AND SUPPORT SERVICES,"MCDONAGH DEMOLITION, INC.",2018,1
PVCI065397527,9.86,2019-03-27,DEPT OF GENERAL SERVICES,RENTAL CAR FINANCE CORP,2019,3
PVRF610117141,621.45,2019-07-16,DEPT OF COMMUNITY DEVELOPMENT,"OFFICE DEPOT, INC.",2019,7
PV27338280391,2797.19,2018-09-23,DEPARTMENT OF FINANCE,"TPA NETWORK, INC C/O",2018,9
PVCI382589932,2073.99,2018-04-28,DEPARTMENT OF HEALTH,CHICAGO YOUTH CENTERS,2018,4
PV99266921017,153.55,2018-04-01,CHICAGO DEPARTMENT OF TRANSPORTATION,"OFFICE DEPOT, INC.",2018,4
PV99522380555,1196.6,2019-09-29,DEPARTMENT OF WATER MANAGEMENT,GREATER ILLINOIS TITLE COMPANY,2019,9
PVCI645007987,115971.4,2019-01-12,DEPT OF FAMILY AND SUPPORT SERVICES,TAFT STETTINIUS HOLLISTER LLP CHICAGO,2019,1
PV99812986302,19008.78,2019-01-09,DEPARTMENT OF WATER MANAGEMENT,AIR ONE EQUIPMENT INC,2019,1
PVCI679442974,45421.42,2018-09-04,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,PUERTO RICAN CULTURAL CENTER,2018,9
PV27048235960,14415.1,2019-05-21,CHICAGO PUBLIC LIBRARY,PRODUCTION DISTRIBUTION COMPANIES,2019,5
PV39895270835,24279.71,2018-01-23,CHICAGO PUBLIC LIBRARY,HIGHWAY SAFETY CORPORATION.,2018,1
PV39830116784,362.71,2018-10-10,DEPT OF FAMILY AND SUPPORT SERVICES,"SAFELITE FULFILLMENT, INC.",2018,10
PV39364081019,206515.94,2019-05-04,CHICAGO DEPARTMENT OF TRANSPORTATION,MOTOROLA SOLUTIONS INC,2019,5
CVIP227786986,2512.74,2019-04-09,CHICAGO DEPARTMENT OF TRANSPORTATION,"OFFICE DEPOT, INC.",2019,4
PV99555582365,10269.56,2019-04-01,CHICAGO PUBLIC LIBRARY,AIR ONE EQUIPMENT INC,2019,4
PV27195476927,94007.96,2019-04-19,FIRE DEPARTMENT,AT&T CORP,2019,4
CVIP815102852,929.27,2019-05-06,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2019,5
PVCI538664887,14164.78,2018-03-29,FIRE DEPARTMENT,"INGRAM LIBRARY SERVICES, INC",2018,3
PV99395453497,188.74,2018-06-13,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2018,6
PV27610120833,1034.32,2019-05-17,DEPT OF GENERAL SERVICES,BRIDGES COURT REPORTING,2019,5
PV39638686336,6247.83,2018-04-25,DEPT OF BUSINESS & INFORMATION SERVICES,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,2018,4
PV39421825990,3332.35,2018-08-28,DEPT OF AVIATION,"MOBILE FACILITIES OF ILL, INC.",2018,8
PVCI189490698,28.66,2018-09-24,DEPT OF STREETS & SANITATION,P V HOLDING CORP,2018,9
PVCI075504748,99657.91,2019-10-27,CHICAGO DEPARTMENT OF TRANSPORTATION,UNIVERSAL SECURITY INC,2019,10
PV39681705488,22505.54,2019-06-28,CHICAGO PUBLIC LIBRARY,BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,2019,6
PV99376314007,13892.1,2019-03-20,DEPT OF COMMUNITY DEVELOPMENT,HNTB CORPORATION,2019,3
PV39301728161,11541.4,2019-09-26,DEPT OF GENERAL SERVICES,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,9
PV99925424442,9172.03,2018-04-24,DEPT OF AVIATION,OLIVE BRANCH MISSION,2018,4
PVRF963465975,10024.92,2018-05-14,DEPARTMENT OF WATER MANAGEMENT,ALL CHICAGO MAKING HOMELESSNESS HISTORY,2018,5
CVIP824612555,39.52,2019-09-23,DEPT OF AVIATION,WHEELS LT,2019,9
PVCI655282001,5634.89,2019-11-30,CHICAGO DEPARTMENT OF TRANSPORTATION,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,2019,11
PVRF027613761,8740.05,2019-02-22,CHICAGO DEPARTMENT OF TRANSPORTATION,MSC INDUSTRIAL SUPPLY CO,2019,2
PV99636959594,4346.29,2019-03-31,FIRE DEPARTMENT,MSC INDUSTRIAL SUPPLY CO,2019,3
PV99879963031,71745.95,2019-04-03,DEPT OF COMMUNITY DEVELOPMENT,CHICAGO COMMONS ASSOCIATION,2019,4
PV27868763765,27.08,2019-09-14,DEPT OF FAMILY AND SUPPORT SERVICES,NORTHSHORE UNIVERSITY HEALTHSYSTEM MEDICAL GROUP,2019,9
PV27174742147,35199.01,2018-03-28,DEPARTMENT OF POLICE,"WELCH BROTHERS, INC",2018,3
PV99419032268,4564.89,2019-04-11,DEPT OF BUSINESS & INFORMATION SERVICES,"OFFICE DEPOT, INC.",2019,4
PVCI144942835,19283.95,2019-06-06,DEPT OF GENERAL SERVICES,PHALANX FAMILY SERVICES,2019,6
PVRF038632724,63971.55,2018-10-13,DEPARTMENT OF WATER MANAGEMENT,WORLD FUEL SERVICES INC,2018,10
PV27582257548,23516.98,2018-01-14,DEPT OF BUSINESS & INFORMATION SERVICES,"CHICAGO UNITED INDUSTRIES, LIMITED",2018,1
PV39071747815,6750.97,2019-08-12,DEPT OF FAMILY AND SUPPORT SERVICES,METROPOLITAN FAMILY SERVICE,2019,8
PVCI161818115,8947.53,2019-05-17,DEPT OF AVIATION,OLIVE BRANCH MISSION,2019,5
PVCI607043402,42150.27,2019-11-20,DEPARTMENT OF LAW,RUSH UNIVERSITY MEDICAL CENTER,2019,11
PV99711526064,580241.49,2018-01-16,DEPT OF AVIATION,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,2018,1
PVRF189934571,34.62,2018-12-12,DEPT OF COMMUNITY DEVELOPMENT,SCR MEDICAL TRANSPORTATIONS INC LS,2018,12
PV99754259190,518.33,2018-09-26,DEPARTMENT OF WATER MANAGEMENT,"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C",2018,9
PV27159195006,39888.08,2018-08-08,DEPT OF AVIATION,"INDUSTRIAL FENCE, INC",2018,8
CVIP240205011,202001.29,2019-08-02,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,"ADA S. MC KINLEY COMMUNITY SERVICES, INC.",2019,8
PVCI083677629,7450.08,2018-02-07,CHICAGO PUBLIC LIBRARY,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,2018,2
CVIP438547229,60570.79,2018-09-13,DEPT OF FAMILY AND SUPPORT SERVICES,"ARNOLD SCOTT HARRIS, P.C.",2018,9
PVRF109946004,133471.85,2018-11-11,OFFICE OF EMERGENCY COMMUNICATION,"MEDRISK, INC",2018,11
PV39100294541,860.37,2019-05-19,DEPT OF BUSINESS & INFORMATION SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2019,5
CVIP875896242,16423.45,2018-02-19,FIRE DEPARTMENT,CAROLE ROBERTSON CENTER FOR LEARNING,2018,2
PV99987384351,1866.09,2019-05-29,CHICAGO DEPARTMENT OF TRANSPORTATION,MSC INDUSTRIAL SUPPLY CO,2019,5
CVIP257001566,1490.09,2019-09-09,DEPT OF FAMILY AND SUPPORT SERVICES,"SAFELITE FULFILLMENT, INC.",2019,9
CVIP861834238,158926.12,2018-07-21,CHICAGO DEPARTMENT OF TRANSPORTATION,PAN-OCEANIC ENGINEERING CO INC,2018,7
PVRF302075067,2061.28,2019-04-08,DEPT OF FLEET MGMT,UNITED PARCEL SERVICE 01,2019,4
PV27513931217,9.55,2018-02-11,DEPT OF AVIATION,SCR MEDICAL TRANSPORTATIONS INC LS,2018,2
PVRF251205277,11635.66,2019-03-14,DEPARTMENT OF FINANCE,OZINGA READY MIX CONCRETE INC,2019,3
CVIP209002862,5687.93,2019-05-01,CHICAGO DEPARTMENT OF TRANSPORTATION,"INGRAM LIBRARY SERVICES, INC",2019,5
PVCI118441436,11697.28,2018-02-20,DEPT OF COMMUNITY DEVELOPMENT,"MEDRISK, INC",2018,2
PV39705589575,10569.0,2018-12-31,DEPT OF GENERAL SERVICES,FORGE PARTNERS LP,2018,12
PVCI327391917,30277.9,2018-01-29,CHICAGO DEPARTMENT OF TRANSPORTATION,COMMONWEALTH. EDISON CO.,2018,1
PV99590780966,55237.92,2019-03-08,DEPT OF FAMILY AND SUPPORT SERVICES,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,2019,3
CVIP237282694,6651.79,2018-07-05,DEPT OF AVIATION,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2018,7
PV99280046290,37643.28,2018-12-24,CHICAGO DEPARTMENT OF TRANSPORTATION,DELL MARKETING LP.,2018,12
PV39884813562,8238.11,2018-01-31,COMM ON ANIMAL CARE & CONTROL,COMCAST OF CHICAGO INC,2018,1
PV99042020744,7865.54,2019-10-28,DEPT OF AVIATION,"TPA NETWORK, INC C/O",2019,10
PV27827978970,6752.97,2018-02-21,DEPT OF FAMILY AND SUPPORT SERVICES,AT&T CORP,2018,2
PV27699985030,204322.23,2019-09-17,DEPT OF BUSINESS & INFORMATION SERVICES,"INDUSTRIAL FENCE, INC",2019,9
PV39310729898,34.19,2019-05-14,DEPT OF COMMUNITY DEVELOPMENT,P V HOLDING CORP,2019,5
CVIP329657128,236860.51,2019-09-29,DEPT OF FLEET MGMT,PAN-OCEANIC ENGINEERING CO INC,2019,9
PVRF460562644,55825.1,2019-09-12,DEPT OF FAMILY AND SUPPORT SERVICES,"GRAYBAR ELECTRIC COMPANY, INC",2019,9
PVRF377793718,941.08,2019-05-10,DEPT OF GENERAL SERVICES,"OFFICE DEPOT, INC.",2019,5
PV39347063399,2361.12,2018-10-11,DEPARTMENT OF FINANCE,"OFFICE DEPOT, INC.",2018,10
PV27205669347,16452.53,2018-01-23,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO COMMONS ASSOCIATION 02,2018,1
CVIP610188897,153653.07,2018-05-27,DEPT OF FAMILY AND SUPPORT SERVICES,"CDW GOVERNMENT, LLC.",2018,5
PVCI071242014,38028.39,2018-07-27,DEPT OF FAMILY AND SUPPORT SERVICES,"GRAYBAR ELECTRIC COMPANY, INC",2018,7
PV39996749809,2408.65,2018-03-16,DEPT OF GENERAL SERVICES,CORNERSTONE COMMUNITY OUTREACH,2018,3
PVCI502106621,2807.91,2019-08-10,DEPARTMENT OF LAW,"GRAYBAR ELECTRIC COMPANY, INC",2019,8
PV99199814949,6343.8,2019-10-06,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,"OAKK CONSTRUCTION COMPANY, INC",2019,10
CVIP573753761,257503.23,2018-05-13,DEPARTMENT OF CULTURAL AFFAIRS,"SUMIT CONSTRUCTION CO., INC.",2018,5
PV27794727720,42154.12,2019-06-13,DEPT OF FAMILY AND SUPPORT SERVICES,"ADA S. MC KINLEY COMMUNITY SERVICES, INC.",2019,6
PVCI301526006,574.48,2019-10-01,DEPT OF STREETS & SANITATION,PITNEY BOWES GLOBAL FINANCIAL,2019,10
PVCI705695262,3071.98,2019-01-30,DEPT OF FAMILY AND SUPPORT SERVICES,"SAFELITE FULFILLMENT, INC.",2019,1
PVCI055204974,8.54,2019-10-22,DEPARTMENT OF LAW,HERTZ VEHICLES LLC,2019,10
PV27665274460,7609.17,2019-08-08,DEPT OF FAMILY AND SUPPORT SERVICES,AT&T CORP,2019,8
PVCI911722541,23339.55,2018-12-26,DEPT OF FAMILY AND SUPPORT SERVICES,"CDW GOVERNMENT, LLC.",2018,12
PV39962414806,12363.35,2018-01-20,DEPARTMENT OF WATER MANAGEMENT,"DELTA DEMOLITION, INC",2018,1
PV27103466675,99536.87,2019-04-07,DEPARTMENT OF BUILDINGS,"RICONDO & ASSOCIATES, INC.",2019,4
CVIP249891146,1275.73,2019-09-24,DEPT OF GENERAL SERVICES,"URLAUB, BOWEN & ASSOCIATES. INC.",2019,9
PV39591261656,223.65,2019-10-26,DEPT OF GENERAL SERVICES,"OFFICE DEPOT, INC.",2019,10
CVIP024735894,7521.31,2019-04-03,FIRE DEPARTMENT,"ILLINOIS ORTHOPEDIC NETWORK, LLC",2019,4
PV27042571229,57787.21,2019-09-19,DEPT OF GENERAL SERVICES,"SOMERCOR 504, INC.",2019,9
PVCI134341631,11424.28,2019-10-17,DEPT OF FLEET MGMT,BUILDERS CHICAGO CORPORATION,2019,10
PV39906797277,468.91,2019-04-25,DEPT OF FAMILY AND SUPPORT SERVICES,"ERIE FAMILY HEALTH CENTER, INC.",2019,4
PV99680523338,645373.83,2019-10-09,DEPT OF COMMUNITY DEVELOPMENT,KENNY CONSTRUCTION COMPANY,2019,10
PVCI515999808,15951.85,2019-09-12,DEPT OF FLEET MGMT,KOAL ENTERPRISES INC,2019,9
CVIP465959019,269.55,2018-12-16,CHICAGO PUBLIC LIBRARY,"OFFICE DEPOT, INC.",2018,12
PV99716683248,10011.21,2018-02-19,DEPT OF FAMILY AND SUPPORT SERVICES,"CDW GOVERNMENT, LLC.",2018,2
PV39335545071,7.48,2018-04-12,DEPARTMENT OF WATER MANAGEMENT,"OFFICE DEPOT, INC.",2018,4
PV39857957984,2420.72,2019-05-04,DEPT OF COMMUNITY DEVELOPMENT,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2019,5
CVIP121540859,40827.1,2018-06-04,DEPT OF BUSINESS & INFORMATION SERVICES,COMMONWEALTH. EDISON CO.,2018,6
PVCI819247713,2866.28,2018-02-09,DEPT OF FAMILY AND SUPPORT SERVICES,RENTAL CAR FINANCE CORP,2018,2
PV39555548360,59837.09,2019-05-12,DEPT OF GENERAL SERVICES,HORIZON TECHNOLOGIES INC,2019,5
PVCI188817274,179.32,2018-02-05,DEPARTMENT OF HEALTH,JOHNSON PIPE & SUPPLY COMPANY INC,2018,2
PV99505214624,470114.43,2019-11-13,DEPARTMENT OF HEALTH,KENNY CONSTRUCTION COMPANY,2019,11
PV39524224558,3128.72,2019-06-27,DEPT OF AVIATION,"OFFICE DEPOT, INC.",2019,6
PV99333367217,24655.05,2019-11-16,DEPT OF AVIATION,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,2019,11
PV99200552681,2887.35,2019-10-01,DEPT OF FAMILY AND SUPPORT SERVICES,CHRISTIAN COMMUNITY HEALTH CENTER,2019,10
CVIP383916434,48.04,2019-09-25,DEPT OF AVIATION,WHEELS LT,2019,9
CVIP279922798,10328.83,2018-04-05,DEPT OF COMMUNITY DEVELOPMENT,CORNERSTONE COMMUNITY OUTREACH,2018,4
PVCI843380964,27075.72,2018-12-28,DEPT OF STREETS & SANITATION,"TPA NETWORK, INC C/O",2018,12
PVRF330497450,68613.55,2019-03-24,CHICAGO PUBLIC LIBRARY,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,3
PVCI171401561,6561.33,2019-11-23,DEPT OF GENERAL SERVICES,SAFER FOUNDATION,2019,11
PVRF461680578,4332.97,2018-06-02,DEPT OF AVIATION,HIGHWAY SAFETY CORPORATION.,2018,6
